RID,Age,Gender,Zip,Region,Hispanic,Ethnicity,HHI,Education,Political party,
5f95d23a-ea95-b4e0-e4e2-51c93dd42193,74,Female,99929,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999","Completed some graduate, but no degree",Republican,
5f948f2f-84c1-5b81-61e5-b2552b31e866,74,Female,98271,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999",High school graduate,Democrat,
5f95c0f8-f4dd-e0c5-887b-1a8e1ad9640a,74,Female,97128,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999",Masters degree,Independent,
5f955bca-f643-73f3-611d-e34f09901887,74,Female,85308,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",High school graduate,Republican,
5f958273-cbd5-ee6e-9ae4-5b99f778ae4e,74,Female,78114,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$85,000 to $89,999",Associate Degree,Independent,
5f95650e-81e4-5911-7639-458343822bde,74,Female,64113,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","Completed some college, but no degree",Independent,
5f94ec93-0822-56a2-f713-ceca6455395d,74,Female,50021,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"Less than $5,000",High school graduate,Democrat,
5f95a353-e637-8b3b-3f9d-dbaec912ce5c,74,Female,48840,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999",Masters degree,Democrat,
5f95883b-9a36-1632-1615-1f16f37857e6,74,Female,48312,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999","College Degree (such as B.A., B.S.)",Republican,
5f94c7d8-9d70-c47e-3bd7-b3f7450bee97,74,Female,48114,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$85,000 to $89,999","Completed some graduate, but no degree",Republican,
5f956c12-623c-e349-9170-8eaa1694de0b,74,Female,48038,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$85,000 to $89,999",Masters degree,Republican,
5f958559-a47f-1467-f6f0-2dec823880f9,74,Female,43232,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999","Completed some college, but no degree",Independent,
5f956cdb-9a09-76b8-f253-17fcd4d403eb,74,Female,37221,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999","Completed some college, but no degree",Democrat,
5f956b00-bcbe-9a0e-8574-ab23f4c40ea6,74,Female,33952,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",High school graduate,Republican,
5f95bea8-07bf-3aea-a954-397222e3d70c,74,Female,32712,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999",High school graduate,Republican,
5f948645-de22-ca4e-995c-3c54f72f9ad8,74,Female,26437,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999","Completed some college, but no degree",Democrat,
5f958159-40b5-6557-d800-9b7417da6565,74,Female,13354,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999",Associate Degree,Democrat,
5f947954-8f5a-5493-c3c2-a47f80a258b2,74,Female,2653,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999",Masters degree,Independent,
5f95cf66-753c-7774-48ab-e9c59bd55b44,74,Male,75287,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999","Completed some graduate, but no degree",Independent,
5f95a451-9a8f-ecc9-3da2-7b1fdc060eca,74,Male,63088,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$10,000 to $14,999",Masters degree,Republican,
5f95d374-2493-cf46-91b3-f05d9db9f2cc,74,Male,62526,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$60,000 to $64,999",Masters degree,Independent,
5f9581ed-ba09-cd97-c411-95c878f48448,74,Male,55025,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999",Masters degree,Republican,
5f9586e6-36f0-c807-ad1a-bf3c28656020,74,Male,51360,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999","Completed some college, but no degree",Independent,
5f94d264-230b-fd17-4b78-8955a19dd78d,74,Male,45241,Northeast,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Chinese ,"$175,000 to $199,999",Masters degree,Republican,
5f958d3c-f1f7-5817-a16e-bb925ac4b5d7,74,Male,33908,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",Independent,
5f956668-e663-0936-d0e1-cd00dab05285,74,Male,32246,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999","Completed some college, but no degree",Independent,
5f958134-f9c1-962a-942e-6e3a5bb0bfd7,74,Male,21044,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Doctorate degree,Democrat,
5f957b05-87c1-99a2-3b32-687cf9eccd04,74,Male,21012,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$75,000 to $79,999","Completed some college, but no degree",Republican,
5f949429-36b0-ba1e-25c5-28640550713b,74,Male,12542,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$10,000 to $14,999","Completed some college, but no degree",Democrat,
5f94c4d1-a3f2-cefc-8436-97f0a2f588a7,73,Female,94014,North,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Chinese ,"Less than $5,000","Completed some college, but no degree",Independent,
5f94a2e0-1b8b-c7e5-66c5-d9599b0b6a76,73,Female,85253,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999",Masters degree,Democrat,
5f9448ac-8144-ae28-2dfd-e49f507ed3c2,73,Female,85118,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999",Masters degree,Democrat,
5f9577df-848c-3940-6616-84cba3a2f910,73,Female,80014,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"Less than $5,000",Masters degree,Republican,
5f955d08-b4da-48c7-140f-920d703243b5,73,Female,60087,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",Republican,
5f956889-0628-b62e-b28e-95f8b8e57413,73,Female,55345,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",Independent,
5f95832a-d5b0-8c55-c672-f94ba55286ae,73,Female,49444,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999","Completed some college, but no degree",Democrat,
5f957fd4-21b1-30f4-360f-908a0d7d8460,73,Female,46226,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999",Other post high school vocational training,Democrat,
5f95be31-65ce-b517-7fe8-c51986c4f55d,73,Female,33411,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999",Masters degree,Republican,
5f95cf43-d9b6-c824-3eed-d56c1c8994cc,73,Female,32707,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",Democrat,
5f958d97-1b4d-4ca3-fbea-51977d92f45a,73,Female,28786,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",Independent,
5f95c2b7-fdde-79cb-ee37-13a163fd2df6,73,Female,25437,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999",High school graduate,Republican,
5f947942-0ab9-2ad6-72a5-3c8be40b6fad,73,Female,24078,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999",Other post high school vocational training,Republican,
5f94f772-86a1-b885-658b-0a5c8901545d,73,Female,23452,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",Independent,
5f9530db-c09a-05ae-11f5-c82352927046,73,Female,21075,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",Republican,
5f94b7f4-88c6-6bb4-79e1-4e00b628cd29,73,Female,17347,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999",High school graduate,Republican,
5f956eac-7513-b482-cfa9-c30307f05d35,73,Female,16803,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Democrat,
5f94b713-bb62-5a72-e260-b4ab12b2e81a,73,Female,15480,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$60,000 to $64,999",High school graduate,Republican,
5f95b590-229c-70ce-4a23-e7b7552622f6,73,Female,14850,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999",Other post high school vocational training,Independent,
5f95a13d-aced-e8c6-3f42-ee3130f05536,73,Female,14223,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",Democrat,
5f95380f-b8b9-dce2-7ac0-661e0ed3b06a,73,Female,12803,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999",Associate Degree,Republican,
5f95563f-e4aa-c219-57fa-1f80053423f4,73,Female,11758,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",Independent,
5f958f75-0fe3-3992-be31-dafc7f1ec2c9,73,Female,11354,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$125,000 to $149,999",Masters degree,Democrat,
5f955e50-27c7-6c35-4d39-4dc52c420df4,73,Female,7039,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$60,000 to $64,999","Completed some graduate, but no degree",Democrat,
5f94d2c8-1532-fe2f-029c-f24dd0383965,73,Male,92234,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$70,000 to $74,999",Masters degree,Democrat,
5f947b47-b7c0-82f4-6bd1-ad896c578769,73,Male,86442,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999",Associate Degree,Republican,
5f94f3c3-6268-a647-3eaa-0645b46994f1,73,Male,76247,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999",High school graduate,Independent,
5f94a8e1-280d-94ae-95c1-c81a87dabbb6,73,Male,75023,South,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Chinese ,"$95,000 to $99,999","Completed some college, but no degree",Independent,
5f94cbcc-9b2f-a8da-22cd-8c345996ce42,73,Male,63034,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999",Masters degree,Republican,
5f95a7e9-4847-a080-0c3c-f767fde210ad,73,Male,55987,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$10,000 to $14,999","College Degree (such as B.A., B.S.)",Democrat,
5f959f7f-b94c-7793-d332-f9de1330cac4,73,Male,48103,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$80,000 to $84,999","Completed some graduate, but no degree",Independent,
5f9598cf-7c53-7575-ae9c-5f00069ac384,73,Male,48047,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999",Other post high school vocational training,Republican,
5f959195-038c-6a2d-7ca2-494bbc6509e6,73,Male,34639,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Masters degree,Republican,
5f94852b-8ecb-f895-4575-19ec0844cfa9,73,Male,30281,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",Independent,
5f956d21-d924-f390-00ce-82ceda4ba047,73,Male,30076,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999",Doctorate degree,Independent,
5f95424f-d266-9c3e-d12d-008c541dd365,73,Male,28467,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$85,000 to $89,999",Masters degree,Democrat,
5f94a685-725e-1f0c-cbe0-533250dcc933,73,Male,19975,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999","Completed some college, but no degree",Republican,
5f959ddc-ef59-260d-839b-91b3eda3ed16,73,Male,7960,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$80,000 to $84,999",Masters degree,Republican,
5f944bf0-5d30-bcce-8807-c485af9e4238,72,Female,95005,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",Republican,
5f94c389-f39e-a7fd-5816-fa461e0c7ae1,72,Female,94571,North,"No , not of Hispanic, Latino, or Spanish origin",Asian *** Chinese ,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",Independent,
5f94f6d3-0d6c-c5c1-4140-feed8ccbcbdf,72,Female,92344,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999",Other post high school vocational training,Republican,
5f949d64-9d90-6488-58b5-ccbadb9e85f8,72,Female,90043,North,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$60,000 to $64,999",Associate Degree,Democrat,
5f95c788-40e5-bbc1-db80-ec77d3c2dca5,72,Female,85648,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999",High school graduate,Democrat,
5f95be9c-b894-ddcd-91fa-debca683ad60,72,Female,80017,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999","College Degree (such as B.A., B.S.)",Republican,
5f95dc08-ffce-4455-51f4-896b4603f2c4,72,Female,78244,South,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$5,000 to $9,999",High school graduate,Democrat,
5f952cce-b344-2a23-85a7-6b8b4579337e,72,Female,76015,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",Independent,
5f958ab8-cd70-653d-ff59-f2bf47c9e77c,72,Female,75013,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$85,000 to $89,999","Completed some college, but no degree",Republican,
5f959fb2-dd25-f711-8875-65031598400c,72,Female,69341,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999","Completed some college, but no degree",Republican,
5f95c12d-b77e-efeb-db96-b33ffdcdee3c,72,Female,66861,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999",Masters degree,Republican,
5f95c14d-165b-1288-4cac-cf3e107d2fc6,72,Female,60462,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999","College Degree (such as B.A., B.S.)",Republican,
5f948609-2ef4-caf5-7220-fb8c1d768bab,72,Female,54601,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999","Completed some college, but no degree",Republican,
5f9576c3-9b11-b634-9efa-155d79fa055e,72,Female,49965,Northeast,"No , not of Hispanic, Latino, or Spanish origin","Black, or African American","$25,000 to $29,999",Masters degree,Independent,
5f95c8e5-4446-281c-4c0a-8a0ee4190631,72,Female,47403,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999",High school graduate,Democrat,
5f95daf8-1010-b874-3906-d793e1029926,72,Female,44221,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"Less than $5,000",Associate Degree,Democrat,
5f95753b-a84f-dda3-7985-3692d11f961a,72,Female,39350,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$10,000 to $14,999",High school graduate,Republican,
5f9571be-3736-0074-3025-d533c8bcdcba,72,Female,34113,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999",Associate Degree,Republican,
5f94f9b4-568a-8a1c-38ab-f4705b9e638e,72,Female,23455,South,"No , not of Hispanic, Latino, or Spanish origin",Some other race ,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",Independent,
5f95777f-9547-857e-0cef-096d05148c4a,72,Female,23236,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",Independent,
5f94810c-cac4-e42d-c568-b830f539a1ac,72,Female,15101,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",Democrat,
5f955abb-b8f4-8f7e-7a90-0bcc5f57d9fb,72,Female,14527,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"Less than $5,000","Completed some college, but no degree",Democrat,
5f95aece-58b0-30d3-57bd-8b39a19819d8,72,Female,12306,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Masters degree,Independent,
5f954d38-8fd8-da16-6bfe-b243ca59bb2a,72,Female,8757,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999","Completed some college, but no degree",Democrat,
5f936e2c-570c-b7fe-78e6-190efc996859,72,Female,7407,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$70,000 to $74,999",Associate Degree,Democrat,
5f93ce43-6993-56ee-078c-76a60ff39fd0,72,Female,6237,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","Completed some college, but no degree",Independent,
5f956101-7f50-9d4d-0c73-0b50ff7c10ea,72,Female,1550,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999",High school graduate,Democrat,
5f958fc2-f79c-3299-e2fc-0bc9d9af1b23,72,Male,84405,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",Republican,
5f958caa-00fa-5eed-0ca3-66ee09bac8a3,72,Male,60527,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",Republican,
5f95780f-8094-0000-24b1-be8a03af1a4e,72,Male,48446,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999",Doctorate degree,Independent,
5f95876a-cc04-6f11-212f-a5ec3cd40ffc,72,Male,48195,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",Independent,
5f9572c0-d005-8433-439f-27b1f35f0e6d,72,Male,45805,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999",High school graduate,Republican,
5f948a51-c421-5fd1-7eb8-2c9a028be426,72,Male,33782,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",Independent,
5f95908b-593a-2a2c-e76b-a7091e77a43e,72,Male,26726,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999","Completed some college, but no degree",Republican,
5f957db4-4a12-6707-ea50-dda45cf35624,72,Male,20147,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",Democrat,
5f9565af-323d-1079-494b-bb592c6ea66f,72,Male,11223,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",Independent,
5f949837-8c68-0c24-fb63-4cf63bb16fab,72,Male,4979,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$75,000 to $79,999","Completed some college, but no degree",Republican,
5f949100-1268-2727-44b2-0820d2918ddd,72,Male,3872,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999",Masters degree,Democrat,
5f952baa-fa6f-8357-368e-4a97ab5dba4a,72,Male,1510,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",Republican,
5f948725-0097-f963-1ea8-8b0759bbe5fb,71,Female,98584,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999","Completed some college, but no degree",Democrat,
5f95c4f7-e6c9-7725-6bc2-2d4c6e5ee089,71,Female,98498,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999",High school graduate,Republican,
5f94a863-5cf6-2715-f1e3-3eb27c6fcb5e,71,Female,97306,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$75,000 to $79,999",High school graduate,Republican,
5f959379-14ae-03cc-b995-3a0ce39302c0,71,Female,97217,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$70,000 to $74,999",Masters degree,Democrat,
5f95a070-b878-c1c5-2ae4-d685178978f7,71,Female,95403,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999","Completed some college, but no degree",Independent,
5f95706b-4609-7b09-c67c-1954ff4dcbf7,71,Female,94010,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",Democrat,
5f94a108-2f95-ecd5-7b6a-865930f2eb05,71,Female,91730,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$20,000 to $24,999","Completed some graduate, but no degree",Democrat,
5f95af4b-2fbe-0ab4-5cec-98c7f1a159ef,71,Female,90803,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",Republican,
5f94797f-cbc4-7fb7-5ce1-45ac5e1f7c0a,71,Female,80127,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999","Completed some college, but no degree",Independent,
5f95a3cc-472a-907c-5b50-9bf81f00c647,71,Female,78028,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",Independent,
5f957fdc-bbba-3396-b7e7-45e5d35fbe02,71,Female,76048,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",Republican,
5f95626e-d136-28cb-95c8-321c8af55fb7,71,Female,67566,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999","Completed some college, but no degree",Republican,
5f957d99-2727-cd86-f789-224ab8b243cf,71,Female,48529,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",Democrat,
5f9534af-ece4-a3d4-dcb8-6577109270ae,71,Female,47456,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$55,000 to $59,999",Masters degree,Independent,
5f95a381-931b-d92a-8f08-5d406fa4a42c,71,Female,33321,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999","College Degree (such as B.A., B.S.)",Independent,
5f95a77e-c9a2-63dd-58aa-5e897ae01421,71,Female,33177,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999",High school graduate,Democrat,
5f94e412-750a-6000-53db-1eb028183c98,71,Female,32827,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$55,000 to $59,999","Completed some graduate, but no degree",Democrat,
5f94ae95-6825-4a8f-640a-79f83f16ac5b,71,Female,32720,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$35,000 to $39,999",Associate Degree,Republican,
5f95702c-76fd-9ef5-df47-b40b2e85254f,71,Female,24112,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999","Completed some college, but no degree",Republican,
5f957544-497f-8b68-f091-88ff1f206e19,71,Female,23185,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$60,000 to $64,999",Masters degree,Democrat,
5f95b4f8-af76-6312-aa4a-05292a819699,71,Female,18104,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999","College Degree (such as B.A., B.S.)",Independent,
5f95a28e-5ef6-7752-0614-fc874f504d11,71,Female,2816,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$45,000 to $49,999",High school graduate,Democrat,
5f95a9de-22f0-35f3-032a-1fcad6ccc12f,71,Male,94920,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$175,000 to $199,999",Doctorate degree,Independent,
5f94c031-db75-1beb-aedc-d153bffc11e8,71,Male,73099,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Masters degree,Republican,
5f954b4e-f647-a149-2e51-dde8f242311b,71,Male,64772,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$25,000 to $29,999",Associate Degree,Republican,
5f94d897-020b-c799-20e7-6b2f70f76ad7,71,Male,62865,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$40,000 to $44,999",Masters degree,Independent,
5f95cf3b-8cf8-0566-ee3f-84a92ba84e55,71,Male,60543,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$15,000 to $19,999",Other post high school vocational training,Independent,
5f949077-d63e-22cf-e80b-8f71c281e4b8,71,Male,60085,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",High school graduate,Independent,
5f94cb99-1da3-8a5e-8cd3-72b00e838bf2,71,Male,48302,Northeast,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999",Masters degree,Democrat,
5f9570a0-c8ba-520b-3655-801355644368,71,Male,33473,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",Independent,
5f95af30-c732-ee09-198a-94358ac7989e,71,Male,32162,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999","Completed some graduate, but no degree",Democrat,
5f953b81-30dc-f1bd-c4a9-3efe234f7311,71,Male,32084,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",Independent,
5f95ab3a-719e-f312-cf07-4ad174b2f878,71,Male,27215,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$30,000 to $34,999",Other post high school vocational training,Democrat,
5f958343-db4b-9f31-eeb8-43d5937794a2,71,Male,22309,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Associate Degree,Independent,
5f9563e3-d710-2809-ab31-48cd2ef372ce,71,Male,21122,South,"No , not of Hispanic, Latino, or Spanish origin",White ,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",Republican,
5f95631b-e006-f877-8e54-bfdb5d32b063,71,Male,15642,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$60,000 to $64,999",Other post high school vocational training,Republican,
5f94754d-96e1-2a55-16c7-88c017dbd0a8,71,Male,12601,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$75,000 to $79,999",Middle School - Grades 4 - 8,Democrat,
5f95782c-793e-7ddc-0ce7-4f0d150fda56,71,Male,8844,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$80,000 to $84,999",Masters degree,Democrat,
5f9598a7-d203-863e-91d3-960e5b39f08c,71,Male,1867,Midwest,"No , not of Hispanic, Latino, or Spanish origin",White ,"$90,000 to $94,999",Masters degree,Independent,
5f95a50b-4895-07ac-e8af-e44942aa2558,70,Female,97367,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$5,000 to $9,999",Doctorate degree,Democrat,
5f95c28d-831e-f43f-6c82-c375a6e7719c,70,Female,94014,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",Independent,
5f947695-1815-4fbb-618e-485f1297191a,70,Female,90230,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$70,000 to $74,999",Masters degree,Independent,
5f95cfcf-437c-b86a-20ee-373f0f5d3ebb,70,Female,87120,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",Republican,
5f958442-72c2-de08-044a-a435306a8ef9,70,Female,83713,North,"No , not of Hispanic, Latino, or Spanish origin",White ,"$75,000 to $79,999","Completed some college, but no degree",Democrat,
